Sentence	Label
BACKGROUND & AIMS: Hepatitis C virus (HCV) is associated with development of B-cell non-Hodgkin lymphoma (HCV-NHL)	1
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Our understanding of the natural history and pathogenesis of viruses such as the human immunodeficiency virus (HIV), hepatitis B virus (HBV), hepatitis C virus (HCV), cytomegalovirus (CMV) and Epstein-Barr virus (EBV) may be greatly facilitated by accurate determinations of viral and infected cell burden	0
Molecular characterization of the genomic structures of coamplified HPV sequences and oncogenes provides essential information concerning the mechanisms of amplification and their roles in carcinogenesis	0
Using fluorescent hybridization on stretched DNA molecules in two cervical cancer-derived cell lines, we have elucidated the genomic structures of amplified regions containing HPV/myc genes over several hundreds of kilobases	0
We describe 4 male children infected by the human immunodeficiency virus (HIV) who developed Burkitt's lymphoma during their disease	0
We describe 4 male children infected by the human immunodeficiency virus (HIV) who developed Burkitt's lymphoma during their disease	1
A few years after the advent of the coronavirus disease 2019 pandemic and the publication of many findings in this regard, there is some evidence that suggests chalcone scaffolding has great potential for use in the design and development of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) inhibitors	0
A few years after the advent of the coronavirus disease 2019 pandemic and the publication of many findings in this regard, there is some evidence that suggests chalcone scaffolding has great potential for use in the design and development of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) inhibitors	0
The uncontrolled progression of the AIDS epidemic has made the development of an efficacious human immunodeficiency virus (HIV) vaccine a major objective of scientific research	0
The uncontrolled progression of the AIDS epidemic has made the development of an efficacious human immunodeficiency virus (HIV) vaccine a major objective of scientific research	0
The high-risk HPV types (i.e., HPV16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59) are considered to be the main etiological agents of genital tract cancers, such as cervical, vulvar, vaginal, penile, and anal cancers, and of a subset of head and neck cancers	1
The high-risk HPV types (i.e., HPV16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59) are considered to be the main etiological agents of genital tract cancers, such as cervical, vulvar, vaginal, penile, and anal cancers, and of a subset of head and neck cancers	1
The high-risk HPV types (i.e., HPV16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59) are considered to be the main etiological agents of genital tract cancers, such as cervical, vulvar, vaginal, penile, and anal cancers, and of a subset of head and neck cancers	1
The high-risk HPV types (i.e., HPV16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59) are considered to be the main etiological agents of genital tract cancers, such as cervical, vulvar, vaginal, penile, and anal cancers, and of a subset of head and neck cancers	1
The high-risk HPV types (i.e., HPV16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59) are considered to be the main etiological agents of genital tract cancers, such as cervical, vulvar, vaginal, penile, and anal cancers, and of a subset of head and neck cancers	1
The high-risk HPV types (i.e., HPV16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59) are considered to be the main etiological agents of genital tract cancers, such as cervical, vulvar, vaginal, penile, and anal cancers, and of a subset of head and neck cancers	1
Among the HPV proteins, the E6 and E7 oncoproteins are considered almost ideal as targets for immunotherapy of cervical cancer, as they are essential for the onset and evolution of malignancy and are constitutively expressed in both premalignant and invasive lesions	0
Among the HPV proteins, the E6 and E7 oncoproteins are considered almost ideal as targets for immunotherapy of cervical cancer, as they are essential for the onset and evolution of malignancy and are constitutively expressed in both premalignant and invasive lesions	0
Among the HPV proteins, the E6 and E7 oncoproteins are considered almost ideal as targets for immunotherapy of cervical cancer, as they are essential for the onset and evolution of malignancy and are constitutively expressed in both premalignant and invasive lesions	0
Relapsing brucellosis in a patient infected with the human immunodeficiency virus (HIV)	0
Relapsing brucellosis in a patient infected with the human immunodeficiency virus (HIV)	0
BACKGROUND: Severe anemia is a common side effect of Pegylated Interferon + Ribavirin (PR) and Telaprevir (TVR) in hepatitis C virus (HCV) genotype 1 patients with advanced fibrosis or cirrhosis (F3-F4)	0
BACKGROUND: Severe anemia is a common side effect of Pegylated Interferon + Ribavirin (PR) and Telaprevir (TVR) in hepatitis C virus (HCV) genotype 1 patients with advanced fibrosis or cirrhosis (F3-F4)	0
BACKGROUND: Severe anemia is a common side effect of Pegylated Interferon + Ribavirin (PR) and Telaprevir (TVR) in hepatitis C virus (HCV) genotype 1 patients with advanced fibrosis or cirrhosis (F3-F4)	1
Patients that would most benefit from HRMS are those with chronic diseases, older adults, and patients that experience less severe symptoms recovering from SARS-CoV-2 viral infection	0
Incidence of EBV antibodies in patients with various tumors	0
Serum samples from 553 patients with various tumors, from 26 patients with different viral infections and from 78 clinically healthy subjects were tested by indirect immunofluorescence (IF) reaction for the presence of specific antibodies to Epstein-Barr virus	0
Nested polymerase chain reaction analysis for HPV DNA revealed that the abscess-related cyst walls harboured epidermodysplasia verruciformis (EV)-associated HPV types 20, 24, alb-7 (AY013872) and 80	0
Nested polymerase chain reaction analysis for HPV DNA revealed that the abscess-related cyst walls harboured epidermodysplasia verruciformis (EV)-associated HPV types 20, 24, alb-7 (AY013872) and 80	0
Nested polymerase chain reaction analysis for HPV DNA revealed that the abscess-related cyst walls harboured epidermodysplasia verruciformis (EV)-associated HPV types 20, 24, alb-7 (AY013872) and 80	1
Nested polymerase chain reaction analysis for HPV DNA revealed that the abscess-related cyst walls harboured epidermodysplasia verruciformis (EV)-associated HPV types 20, 24, alb-7 (AY013872) and 80	1
